"Neighborhood","Neighborhood Latitude","Neighborhood Longitude","Venue","Venue Latitude","Venue Longitude","Venue Category"
"Berczy Park","43.6447708","-79.3733064","Paddington's Pump","43.64904851225212","-79.37202375363597","Diner"
"Berczy Park","43.6447708","-79.3733064","Starbucks","43.644116","-79.369304","Coffee Shop"
"Berczy Park","43.6447708","-79.3733064","Everyday Gourmet (Teas & Coffees)","43.64875714757637","-79.37164539765817","Coffee Shop"
"Berczy Park","43.6447708","-79.3733064","Starbucks","43.648958313707716","-79.37262149022399","Coffee Shop"
"Berczy Park","43.6447708","-79.3733064","Brookfield Place","43.646790641203026","-79.37876938530562","Shopping Mall"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Roselle Desserts","43.653446723052674","-79.3620167174383","Bakery"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Tandem Coffee","43.65355870959944","-79.36180945913513","Coffee Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Body Blitz Spa East","43.65473505045365","-79.35987433132891","Spa"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Morning Glory Cafe","43.653946942635294","-79.36114884214422","Breakfast Spot"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Cooper Koo YMCA","43.65319052672638","-79.35794700053884","Gym / Fitness Center"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Impact Kitchen","43.65636850543279","-79.35697968750694","Restaurant"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Figs Breakfast & Lunch","43.65567455427388","-79.3645032892494","Breakfast Spot"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Dominion Pub and Kitchen","43.65691857501867","-79.35896684476664","Pub"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Corktown Common","43.655617799749734","-79.3562113397429","Park"
"Harbourfront, Regent Park","43.6542599","-79.3606359","The Distillery Historic District","43.65024435658077","-79.35932278633118","Historic Site"
"Harbourfront, Regent Park","43.6542599","-79.3606359","SOMA chocolatemaker","43.65062222570758","-79.35812684032683","Chocolate Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Distillery Sunday Market","43.650074989330655","-79.36183171318665","Farmers Market"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Cocina Economica","43.65495889022676","-79.3656572507398","Mexican Restaurant"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Sumach Espresso","43.65813540553308","-79.35951549011845","Coffee Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Rooster Coffee","43.65189965670432","-79.36560912104514","Coffee Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Cacao 70","43.650066694561666","-79.36072263183006","Dessert Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Brick Street Bakery","43.650574039683974","-79.35953942981405","Bakery"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Arvo","43.64996280366945","-79.36144178325522","Coffee Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","El Catrin","43.650600737116996","-79.35892024942333","Mexican Restaurant"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Young Centre for the Performing Arts","43.65082466432163","-79.35759324240415","Performing Arts Venue"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Underpass Park","43.65576361726024","-79.3548059463501","Park"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Souvlaki Express","43.65558391537734","-79.36443816909016","Greek Restaurant"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Cluny Bistro & Boulangerie","43.650565116074695","-79.35784287026658","French Restaurant"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Starbucks","43.65132698417445","-79.36432857157803","Coffee Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","The Yoga Lounge","43.65551522261721","-79.36495542526245","Yoga Studio"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Caffe Furbo","43.649969882303814","-79.35884946388191","Café"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Mill St. Brew Pub","43.65035331843578","-79.35848936650571","Pub"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Archeo","43.65066723014277","-79.35943064816142","Italian Restaurant"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Parliament Square Park","43.65026388338689","-79.36219509081177","Park"
"Harbourfront, Regent Park","43.6542599","-79.3606359","The Sweet Escape Patisserie","43.65063217302609","-79.35870913127346","Bakery"
"Harbourfront, Regent Park","43.6542599","-79.3606359","ODIN Cafe + Bar","43.656738544928054","-79.35650305267754","Café"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Soulpepper Theatre","43.65078003430492","-79.35761534068922","Theater"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Berkeley Church","43.65512324174501","-79.36587330410705","Event Space"
"Harbourfront, Regent Park","43.6542599","-79.3606359","John Fluevog Shoes","43.64989585773889","-79.3594359503061","Shoe Store"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Greg's Ice Cream","43.65010164153305","-79.3604404498866","Ice Cream Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Alumnae Theatre","43.65275554626444","-79.36475283805089","Theater"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Wildly Delicious Cafe","43.65043587832196","-79.3588615181307","Café"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Dark Horse Espresso Bar","43.653080578844275","-79.3570778621122","Coffee Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Arta Gallery","43.650022181882065","-79.36122168476822","Art Gallery"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Ontario Spring Water Sake Company","43.649921646081026","-79.36007302731126","Brewery"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Vistek","43.65704640025721","-79.35966695607046","Electronics Store"
"Harbourfront, Regent Park","43.6542599","-79.3606359","TD Canada Trust","43.65287100000001","-79.35774349570084","Bank"
"Harbourfront, Regent Park","43.6542599","-79.3606359","The Beer Store","43.657773","-79.3574632","Beer Store"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Savoury Grounds","43.656820970004496","-79.3589698353747","Coffee Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Flame Shack","43.656844075440546","-79.35891727496157","Restaurant"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Residence & Conference Centre","43.65304","-79.35704","Hotel"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Tori's Bakeshop","43.65313985163237","-79.35665060762287","Bakery"
"Harbourfront, Regent Park","43.6542599","-79.3606359","The Healthy Road","43.656264585886454","-79.35711882680904","Health Food Store"
"Harbourfront, Regent Park","43.6542599","-79.3606359","Tim Hortons Coffee House","43.6566309","-79.3562402","Coffee Shop"
"Harbourfront, Regent Park","43.6542599","-79.3606359","GW General","43.650495","-79.357538","Antique Shop"
"Ryerson, Garden District","43.6571618","-79.37893709999999","UNIQLO ユニクロ","43.65591027779457","-79.38064099181345","Clothing Store"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Burrito Boyz","43.656265264409015","-79.37834318376771","Burrito Place"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Silver Snail Comics","43.65703137958407","-79.38140310220501","Comic Shop"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Blaze Pizza","43.656518","-79.380015","Pizza Place"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Tacos 101","43.656636132918166","-79.37696796225362","Taco Place"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Yonge-Dundas Square","43.65612487281648","-79.38062239854047","Plaza"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Hokkaido Ramen Santouka らーめん山頭火","43.65643520293576","-79.37758637997793","Ramen Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Page One Cafe","43.65777161112601","-79.3760725691681","Café"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Salad King","43.65753339935103","-79.38158512115479","Thai Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","DAVIDsTEA","43.65658619027106","-79.38116704725516","Tea Room"
"Ryerson, Garden District","43.6571618","-79.37893709999999","The Senator Restaurant","43.65564091455335","-79.37919882575557","Diner"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Ed Mirvish Theatre","43.655101567321054","-79.37976762131545","Theater"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Cineplex Cinemas Yonge-Dundas","43.65654190565239","-79.38052892398342","Movie Theater"
"Ryerson, Garden District","43.6571618","-79.37893709999999","The Black Canary Espresso Bar","43.65702925121356","-79.38138512728051","Café"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Five Guys","43.65710635305761","-79.38130606340378","Burger Joint"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Barberian's Steak House","43.65775512925926","-79.38217741375935","Steakhouse"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Infuse Cafe","43.658068043552504","-79.38172645275614","Coffee Shop"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Balzac's Coffee","43.65785440672277","-79.37919981155157","Café"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Banh Mi Boys","43.65918751861582","-79.3821314997463","Sandwich Place"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Urban Herbivore","43.65497185575342","-79.38085556030273","Vegetarian / Vegan Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Jazz Bistro","43.65567828473835","-79.37927565514764","Music Venue"
"Ryerson, Garden District","43.6571618","-79.37893709999999","JOEY","43.6560936540828","-79.38187792357716","American Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Massey Hall","43.654194704753934","-79.37889126670004","Concert Hall"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Ryerson Image Centre","43.65752337161094","-79.37945958709186","Art Gallery"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Nordstrom","43.655041","-79.3809665","Clothing Store"
"Ryerson, Garden District","43.6571618","-79.37893709999999","CF Toronto Eaton Centre","43.65435424290832","-79.38068288202707","Shopping Mall"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Oakham Café","43.658077944767534","-79.37831497990125","Café"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Tim Hortons","43.656755","-79.380512","Coffee Shop"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Chipotle Mexican Grill","43.65648501759579","-79.38094490841218","Mexican Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Kinka Izakaya Original","43.66059636632361","-79.37889120754515","Japanese Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","The Queen and Beaver Public House","43.65747228208784","-79.38352412327917","Gastropub"
"Ryerson, Garden District","43.6571618","-79.37893709999999","The 3 Brewers","43.655474284721","-79.38041324445061","Beer Bar"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Doner Kebab House","43.658871627084466","-79.382107526143","Falafel Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","The Grand Hotel & Suites Toronto","43.65644901207743","-79.3741100180102","Hotel"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Jack Astor's Bar & Grill","43.65654372500525","-79.38005894422531","Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Winners","43.656452115184806","-79.38094456720667","Clothing Store"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Elmwood Spa","43.6577592341367","-79.38258620521141","Spa"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Elgin And Winter Garden Theatres","43.653393796019586","-79.3785073962175","Theater"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Kinton Ramen","43.660631695006714","-79.37887964897601","Ramen Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Jugo Juice","43.65604685714169","-79.38049139064786","Juice Bar"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Hailed Coffee","43.65883296982352","-79.38368351986598","Coffee Shop"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Paramount Fine Foods","43.65502870847598","-79.38024513018975","Middle Eastern Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Crepe Delicious","43.654536488277245","-79.38088885547485","Food Court"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Duke's Refresher + Bar","43.65897985683036","-79.38294890507811","Bar"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Solei Tanning Salon","43.654734082347616","-79.38024826065258","Tanning Salon"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Red Lobster","43.656328","-79.383621","Seafood Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Ryerson Athletics Centre","43.65843443942876","-79.37929610991361","College Rec Center"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Scaddabush Italian Kitchen & Bar","43.658920292028725","-79.38289105381784","Italian Restaurant"
"Ryerson, Garden District","43.6571618","-79.37893709999999","Indigo","43.65351471121164","-79.38069591056922","Bookstore"
"Ryerson, Garden District","43.6571618","-79.37893709999999","LUSH","43.653557","-79.3804","Cosmetics Shop"
"Harbord, University of Toronto","43.6626956","-79.4000493","Yasu","43.66283719650635","-79.40321739973975","Japanese Restaurant"
"Harbord, University of Toronto","43.6626956","-79.4000493","Rasa","43.662756751275445","-79.40398803188654","Restaurant"
"Harbord, University of Toronto","43.6626956","-79.4000493","Cafe Cancan","43.662735486588865","-79.40344738555669","French Restaurant"
"Harbord, University of Toronto","43.6626956","-79.4000493","Almond Butterfly","43.66283554072087","-79.40336494731255","Bakery"
"Harbord, University of Toronto","43.6626956","-79.4000493","Piano Piano","43.66294872979362","-79.40289804116937","Italian Restaurant"
"Harbord, University of Toronto","43.6626956","-79.4000493","Athletic Centre","43.66248699305214","-79.40065676565847","College Gym"
"Harbord, University of Toronto","43.6626956","-79.4000493","Her Father's Cider Bar + Kitchen","43.66244824890102","-79.40470324675829","Beer Bar"
"Harbord, University of Toronto","43.6626956","-79.4000493","Akai Sushi","43.66246971191281","-79.40494572728848","Sushi Restaurant"
"Harbord, University of Toronto","43.6626956","-79.4000493","Bakka Phoenix Books","43.662958633796144","-79.40260149079198","Bookstore"
"Harbord, University of Toronto","43.6626956","-79.4000493","Harbord House","43.66246595195944","-79.40541041671369","Bar"
"Harbord, University of Toronto","43.6626956","-79.4000493","Harbord Bakery & Calandria","43.662519096022976","-79.40444270567404","Bakery"
"Harbord, University of Toronto","43.6626956","-79.4000493","Harvest Kitchen","43.662713770749434","-79.40433001263669","Restaurant"
"Harbord, University of Toronto","43.6626956","-79.4000493","Hart House Theatre","43.66357134217992","-79.3946163990837","Theater"
"Harbord, University of Toronto","43.6626956","-79.4000493","River Tai Restaurant","43.66290213","-79.403167","Chinese Restaurant"
"Harbord, University of Toronto","43.6626956","-79.4000493","Gyubee","43.66708824997601","-79.4005710246546","Japanese Restaurant"
"Harbord, University of Toronto","43.6626956","-79.4000493","Innis Cafe","43.665401003815745","-79.39971478706231","Café"
"Harbord, University of Toronto","43.6626956","-79.4000493","FLOCK Rotisserie + Greens","43.66263716795857","-79.4037981720113","Comfort Food Restaurant"
"Harbord, University of Toronto","43.6626956","-79.4000493","The Clubhouse","43.6582455666801","-79.39989387989043","Sandwich Place"
"Harbord, University of Toronto","43.6626956","-79.4000493","Coach House Printing","43.66631964001284","-79.40027745050322","Bookstore"
"Harbord, University of Toronto","43.6626956","-79.4000493","Innis Town Hall","43.66541957367295","-79.39954635185894","College Arts Building"
"Harbord, University of Toronto","43.6626956","-79.4000493","Second Cup","43.66267187452542","-79.39848816597433","Coffee Shop"
"Harbord, University of Toronto","43.6626956","-79.4000493","Second Cup","43.66329900681617","-79.4020925018583","Café"
"Harbord, University of Toronto","43.6626956","-79.4000493","A & C Games","43.66493880046117","-79.40319438893309","Video Game Store"
"Harbord, University of Toronto","43.6626956","-79.4000493","Red Fish Blue Fish Creative Cafe","43.662826909852434","-79.40281748771667","Café"
"Harbord, University of Toronto","43.6626956","-79.4000493","Second Cup","43.66535576908817","-79.39874917946675","Coffee Shop"
"Harbord, University of Toronto","43.6626956","-79.4000493","Magic Noodle","43.66272766027783","-79.4036022699349","Noodle House"
"Harbord, University of Toronto","43.6626956","-79.4000493","Hart House Gym","43.66417202442517","-79.39488839857401","Gym"
"Harbord, University of Toronto","43.6626956","-79.4000493","DT Bistro","43.662375","-79.405734","Café"
"Harbord, University of Toronto","43.6626956","-79.4000493","Charlie's Gallery","43.662809819602124","-79.40382164131282","Bar"
"Harbord, University of Toronto","43.6626956","-79.4000493","East of Brunswick","43.66560880777417","-79.40332426293872","Pub"
"Harbord, University of Toronto","43.6626956","-79.4000493","The Beer Store","43.6653855","-79.4034771","Beer Store"
"Harbord, University of Toronto","43.6626956","-79.4000493","Comfort Zone","43.65839738353197","-79.40027391815754","Nightclub"
"Harbord, University of Toronto","43.6626956","-79.4000493","Smoke's Poutinerie/Weinerie","43.658258885790666","-79.40013635216246","Poutine Place"
"Harbord, University of Toronto","43.6626956","-79.4000493","The Silver Dollar Room","43.658368751131604","-79.40025260062815","Jazz Club"
"Harbord, University of Toronto","43.6626956","-79.4000493","Harbord Convenience","43.662627051049114","-79.4040425349905","Flower Shop"
"Harbord, University of Toronto","43.6626956","-79.4000493","Robert Gill Theatre","43.659570725647136","-79.39704963537054","Theater"
"Church and Wellesley","43.6658599","-79.38315990000002","DanceLifeX Centre","43.66695583448771","-79.3852972984314","Dance Studio"
"Church and Wellesley","43.6658599","-79.38315990000002","Smith","43.66692666745884","-79.38142135954267","Breakfast Spot"
"Church and Wellesley","43.6658599","-79.38315990000002","Glad Day Bookshop","43.66527119350875","-79.38078512672504","Bookstore"
"Church and Wellesley","43.6658599","-79.38315990000002","Sansotei Ramen 三草亭","43.666734794517005","-79.3853530009483","Ramen Restaurant"
"Church and Wellesley","43.6658599","-79.38315990000002","The Alley","43.66592244798498","-79.38556672752236","Bubble Tea Shop"
"Church and Wellesley","43.6658599","-79.38315990000002","Wickson Social","43.66590450775969","-79.38571974166427","Gastropub"
"Church and Wellesley","43.6658599","-79.38315990000002","Barbara Hall Park","43.66687857011423","-79.38106777601625","Park"
"Church and Wellesley","43.6658599","-79.38315990000002","Fabarnak","43.66637677585409","-79.38096396850409","Restaurant"
"Church and Wellesley","43.6658599","-79.38315990000002","Ho's Team Barber Shop","43.66563031656884","-79.38135926650858","Salon / Barbershop"
"Church and Wellesley","43.6658599","-79.38315990000002","DAVIDsTEA","43.66492997804687","-79.38063036396566","Tea Room"
"Church and Wellesley","43.6658599","-79.38315990000002","Hero Certified Burgers","43.66562403029978","-79.38090430769088","Burger Joint"
"Church and Wellesley","43.6658599","-79.38315990000002","Tokyo Grill","43.665085238149395","-79.38470692554789","Japanese Restaurant"
"Church and Wellesley","43.6658599","-79.38315990000002","Statler's","43.66501447608992","-79.38058445062686","Piano Bar"
"Church and Wellesley","43.6658599","-79.38315990000002","North of Brooklyn Pizzeria","43.664383604568975","-79.38037571983865","Pizza Place"
"Church and Wellesley","43.6658599","-79.38315990000002","Como En Casa","43.66521735975801","-79.3847371410004","Mexican Restaurant"
"Church and Wellesley","43.6658599","-79.38315990000002","Riddle Room","43.665881092438454","-79.38493615023397","General Entertainment"
"Church and Wellesley","43.6658599","-79.38315990000002","Ethiopian House","43.6665987043968","-79.38566906742606","Ethiopian Restaurant"
"Church and Wellesley","43.6658599","-79.38315990000002","FUEL+","43.66439936324463","-79.38042718414235","Juice Bar"
"Church and Wellesley","43.6658599","-79.38315990000002","Coach House Restaurant","43.66499059853204","-79.38481415727767","Diner"
"Church and Wellesley","43.6658599","-79.38315990000002","Churchmouse & Firkin","43.66463217328346","-79.38040612389896","Pub"
"Church and Wellesley","43.6658599","-79.38315990000002","401 Games","43.663623277853254","-79.3840374323983","Hobby Shop"
"Church and Wellesley","43.6658599","-79.38315990000002","Woody's and Sailor","43.664389684023526","-79.38036131100687","Gay Bar"
"Church and Wellesley","43.6658599","-79.38315990000002","Seduction","43.66562020759618","-79.38468138721245","Adult Boutique"
"Church and Wellesley","43.6658599","-79.38315990000002","T-Swirl Crepe","43.663452","-79.384125","Creperie"
"Church and Wellesley","43.6658599","-79.38315990000002","Starbucks","43.66500900374431","-79.38056421775902","Coffee Shop"
"Church and Wellesley","43.6658599","-79.38315990000002","Holy Chuck","43.66524054342597","-79.38472816592302","Burger Joint"
"Church and Wellesley","43.6658599","-79.38315990000002","Kothur Indian Cuisine","43.66787229558206","-79.38565911153148","Indian Restaurant"
"Church and Wellesley","43.6658599","-79.38315990000002","Baskin Robbins","43.66507308115074","-79.38068437615618","Ice Cream Shop"
"Church and Wellesley","43.6658599","-79.38315990000002","Tokyo Sushi","43.665885330936845","-79.38697684868161","Sushi Restaurant"
"Church and Wellesley","43.6658599","-79.38315990000002","The Men's Room","43.664445596525944","-79.38006704821788","Men's Store"
"Church and Wellesley","43.6658599","-79.38315990000002","Black Eagle","43.66408473971554","-79.38009823456886","Gay Bar"
"Church and Wellesley","43.6658599","-79.38315990000002","The Keg Steakhouse + Bar - Keg Mansion","43.66675618397813","-79.37830241801962","Steakhouse"
"Church and Wellesley","43.6658599","-79.38315990000002","Church Street Espresso","43.66829221417146","-79.38187727767004","Café"
"Church and Wellesley","43.6658599","-79.38315990000002","Out On The Street","43.668293169032786","-79.3803404783587","Men's Store"
"Church and Wellesley","43.6658599","-79.38315990000002","Ginger","43.665371542785785","-79.38084590182032","Vietnamese Restaurant"
"Church and Wellesley","43.6658599","-79.38315990000002","Curry's Art Store Ltd.","43.66283810530193","-79.38373201352064","Arts & Crafts Store"
"Church and Wellesley","43.6658599","-79.38315990000002","Gong Cha 貢茶","43.66544327661337","-79.38482417600572","Bubble Tea Shop"
"Church and Wellesley","43.6658599","-79.38315990000002","Toronto Hemp Company","43.668419429320515","-79.38584843598086","Smoke Shop"
"Church and Wellesley","43.6658599","-79.38315990000002","Fresh Burger","43.66521000796996","-79.38089211150631","Burger Joint"
"Church and Wellesley","43.6658599","-79.38315990000002","Wish","43.66875926600152","-79.38569365317709","Restaurant"
"Church and Wellesley","43.6658599","-79.38315990000002","Buddies In Bad Times Theatre","43.663058539371825","-79.38344927771267","Nightclub"
"Church and Wellesley","43.6658599","-79.38315990000002","YMCA","43.66275344493089","-79.3848492869005","Gym"
"Church and Wellesley","43.6658599","-79.38315990000002","Pegasus Bar","43.66507639965844","-79.38064075593536","Sports Bar"
"Church and Wellesley","43.6658599","-79.38315990000002","Northbound Leather","43.66525192363289","-79.38487411233972","Miscellaneous Shop"
"Church and Wellesley","43.6658599","-79.38315990000002","Burrito Bandidos","43.662962178169344","-79.38395554190546","Burrito Place"
"Church and Wellesley","43.6658599","-79.38315990000002","Piedmont Coffee Bar","43.66835","-79.3825","Coffee Shop"
"Church and Wellesley","43.6658599","-79.38315990000002","Mr. Tonkatsu","43.66438157920901","-79.38440717744646","Japanese Restaurant"
"Church and Wellesley","43.6658599","-79.38315990000002","Hair Of The Dog","43.66282779855822","-79.37966975971744","Gastropub"
"Church and Wellesley","43.6658599","-79.38315990000002","Kintaro","43.664151602498634","-79.38026409399562","Sake Bar"
"Church and Wellesley","43.6658599","-79.38315990000002","Wow! Sushi","43.668514","-79.386686","Sushi Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Cranberries","43.6678427705951","-79.36940687874281","Diner"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Butter Chicken Factory","43.66707247004843","-79.36918422958169","Indian Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","F'Amelia","43.66753590663226","-79.36861331485827","Italian Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Kingyo Toronto","43.66589495808371","-79.36841520638596","Japanese Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Rashnaa Restaurant","43.6681826362536","-79.36906618596882","Indian Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Merryberry Cafe + Bistro","43.66663020301851","-79.36879184199822","Café"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Murgatroid","43.66738149016019","-79.36931129229457","Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Cabbagetown Brew","43.66692279890784","-79.36928929560437","Café"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Under The Table","43.667447809465216","-79.36932421942781","Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","St. Jamestown Delicatessen","43.66581142395609","-79.36864825640076","Butcher"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Absolute Bakery & Café","43.667469462461995","-79.36927654747196","Bakery"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Toronto Dance Theatre","43.66623230619368","-79.36707506629983","General Entertainment"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Fair Trade Jewellery Co.","43.6653480241165","-79.36836240366654","Jewelry Store"
"Cabbagetown, St. James Town","43.667967","-79.3676753","House on Parliament","43.663645704974314","-79.36785378722945","Gastropub"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Stout Irish Pub","43.66389071833622","-79.3690300810636","Pub"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Pet Valu","43.66420501339666","-79.36846012382637","Pet Store"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Mr. Jerk","43.66732847256732","-79.37338943621165","Caribbean Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Labour Of Love","43.663907","-79.368822","Gift Shop"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Kanpai Snack Bar","43.664330935948634","-79.36806503124257","Taiwanese Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","The Epicure Shop","43.663964860964924","-79.36779540886938","Deli / Bodega"
"Cabbagetown, St. James Town","43.667967","-79.3676753","The Pear Tree","43.664904018134834","-79.36824639094671","Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Jetfuel Coffee","43.66529519392083","-79.3683345416816","Coffee Shop"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Hey Lucy","43.66407509923825","-79.36865505824356","Italian Restaurant"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Wellesley Park","43.6696487958367","-79.3621551990509","Park"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Sunny Green Vegetable and Fruit","43.667555388483756","-79.3724347693053","Market"
"Cabbagetown, St. James Town","43.667967","-79.3676753","TD Canada Trust","43.66465469253796","-79.36788707971579","Bank"
"Cabbagetown, St. James Town","43.667967","-79.3676753","LCBO","43.665585593088366","-79.36853050840249","Liquor Store"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Tim Hortons","43.66716925802294","-79.36884865164751","Coffee Shop"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Johnny G's","43.66456495893274","-79.36806027251208","Breakfast Spot"
"Cabbagetown, St. James Town","43.667967","-79.3676753","The Beer Store","43.6664079","-79.368833","Beer Store"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Subway","43.66559771704867","-79.36846996703981","Sandwich Place"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Tim Hortons","43.665785871990316","-79.36828404664993","Coffee Shop"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Pizza Pizza","43.667178738521734","-79.36966873777858","Pizza Place"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Winchester Park","43.66623107575282","-79.3716312803108","Playground"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Pizza Pizza","43.66809038080825","-79.37027389227195","Pizza Place"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Starbucks","43.66495582805025","-79.36838967902197","Coffee Shop"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Daniel et Daniel Event Creation & Catering","43.66421724890659","-79.36826854052997","Bakery"
"Cabbagetown, St. James Town","43.667967","-79.3676753","The Flying Beaver Pubaret","43.664828798875426","-79.36829203718695","Pub"
"Cabbagetown, St. James Town","43.667967","-79.3676753","Shoppers Drug Mart","43.66394400097457","-79.36780769338706","Pharmacy"
